1987	2	22	44.52
1987	2	23	43.45
1987	2	24	48.96
1987	2	25	88.32
1987	2	26	62.38
1987	2	27	79.12
1987	2	28	89.91
1987	3	1	70.47
1987	3	2	65.02
1987	3	3	61.08
1987	3	4	58.54
1987	3	5	54.83
1987	3	6	52.44
1987	3	7	48.96
1987	3	8	50.1
1987	3	9	52.44
1987	3	10	48.96
1987	3	11	45.61
1987	3	12	46.71
1987	3	13	45.61
1987	3	14	43.45
1987	3	15	40.32
1987	3	16	38.31
1987	3	17	34.45
1987	3	18	33.52
1987	3	19	32.6
1987	3	20	31.7
1987	3	21	29.09
1987	3	22	32.6
1987	3	23	33.52
1987	3	24	40.32
1987	3	25	76.17
1987	3	26	57.29
1987	3	27	51.26
1987	3	28	61.08
1987	3	29	52.44
1987	3	30	48.96
1987	3	31	46.71
1987	4	1	45.61
1987	4	2	50.1
1987	4	3	73.29
1987	4	4	83.65
1987	4	5	99.78
1987	4	6	93.14
1987	4	7	113.84
1987	4	8	88.32
1987	4	9	80.61
1987	4	10	76.17
1987	4	11	76.17
1987	4	12	71.87
1987	4	13	67.71
1987	4	14	63.69
1987	4	15	57.29
1987	4	16	54.83
1987	4	17	56.05
1987	4	18	56.05
1987	4	19	52.44
1987	4	20	52.44
1987	4	21	51.26
1987	4	22	50.1
1987	4	23	48.96
1987	4	24	59.8
1987	4	25	71.87
1987	4	26	59.8
1987	4	27	54.83
1987	4	28	54.83
1987	4	29	52.44
1987	4	30	50.1
1987	5	1	46.71
1987	5	2	44.52
1987	5	3	40.32
1987	5	4	41.35
1987	5	5	39.31
1987	5	6	37.32
1987	5	7	36.35
1987	5	8	34.45
1987	5	9	32.6
1987	5	10	33.52
1987	5	11	33.52
1987	5	12	32.6
1987	5	13	30.82
1987	5	14	28.24
1987	5	15	27.41
1987	5	16	25
1987	5	17	24.23
1987	5	18	23.46
1987	5	19	23.46
1987	5	20	21.98
1987	5	21	20.55
1987	5	22	19.85
1987	5	23	17.85
1987	5	24	16.58
1987	5	25	17.85
1987	5	26	16.58
1987	5	27	15.36
1987	5	28	14.77
1987	5	29	14.19
1987	5	30	13.63
1987	5	31	12.54
1987	6	1	14.19
1987	6	2	13.08
1987	6	3	12.01
1987	6	4	13.08
1987	6	5	13.63
1987	6	6	12.01
1987	6	7	12.01
1987	6	8	13.63
1987	6	9	13.63
1987	6	10	12.54
1987	6	11	14.19
1987	6	12	14.77
1987	6	13	15.96
1987	6	14	14.19
1987	6	15	15.36
1987	6	16	14.19
1987	6	17	13.63
1987	6	18	11.5
1987	6	19	12.01
1987	6	20	13.08
1987	6	21	12.54
1987	6	22	12.54
1987	6	23	11
1987	6	24	9.57
1987	6	25	8.67
1987	6	26	7.83
1987	6	27	6.65
1987	6	28	5.25
1987	6	29	7.83
1987	6	30	7.03
1987	7	1	6.29
1987	7	2	5.93
1987	7	3	5.58
1987	7	4	5.93
1987	7	5	4.93
1987	7	6	5.25
1987	7	7	6.65
1987	7	8	5.58
1987	7	9	5.58
1987	7	10	5.25
1987	7	11	4.62
1987	7	12	2.99
1987	7	13	2.99
1987	7	14	4.93
1987	7	15	3.49
1987	7	16	4.62
1987	7	17	7.03
1987	7	18	7.03
1987	7	19	5.25
1987	7	20	5.93
1987	7	21	7.03
1987	7	22	5.25
1987	7	23	5.93
1987	7	24	4.62
1987	7	25	4.62
1987	7	26	3.49
1987	7	27	2.75
1987	7	28	5.25
1987	7	29	3.23
1987	7	30	3.49
1987	7	31	2.99
1987	8	1	2.75
1987	8	2	2.31
1987	8	3	2.11
1987	8	4	2.75
1987	8	5	2.99
1987	8	6	2.53
1987	8	7	3.49
1987	8	8	3.23
1987	8	9	4.03
1987	8	10	3.49
1987	8	11	5.25
1987	8	12	3.49
1987	8	13	3.49
1987	8	14	3.75
1987	8	15	3.23
1987	8	16	2.75
1987	8	17	2.99
1987	8	18	5.25
1987	8	19	3.75
1987	8	20	3.75
1987	8	21	3.23
1987	8	22	1.11
1987	8	23	2.53
1987	8	24	2.75
1987	8	25	4.03
1987	8	26	2.99
1987	8	27	2.99
1987	8	28	3.23
1987	8	29	2.99
1987	8	30	3.75
1987	8	31	5.25
1987	9	1	7.43
1987	9	2	5.25
1987	9	3	5.58
1987	9	4	5.58
1987	9	5	4.62
1987	9	6	4.32
1987	9	7	4.32
1987	9	8	4.32
1987	9	9	4.03
1987	9	10	4.32
1987	9	11	3.49
1987	9	12	2.75
1987	9	13	3.23
1987	9	14	3.49
1987	9	15	2.99
1987	9	16	2.75
1987	9	17	3.23
1987	9	18	3.49
1987	9	19	3.75
1987	9	20	3.75
1987	9	21	2.99
1987	9	22	4.03
1987	9	23	4.62
1987	9	24	4.93
1987	9	25	5.93
1987	9	26	14.19
1987	9	27	14.77
1987	9	28	12.01
1987	9	29	8.67
1987	9	30	8.25
1987	10	1	7.53
1987	10	2	8.36
1987	10	3	13.38
1987	10	4	19.15
1987	10	5	16.29
1987	10	6	16.55
1987	10	7	15.48
1987	10	8	19.94
1987	10	9	16.29
1987	10	10	18.79
1987	10	11	19.41
1987	10	12	20.7
1987	10	13	19.02
1987	10	14	20
1987	10	15	160.06
1987	10	16	180.6
1987	10	17	95.09
1987	10	18	76.16
1987	10	19	78.51
1987	10	20	97.38
1987	10	21	95.14
1987	10	22	81.69
1987	10	23	79.09
1987	10	24	73.36
1987	10	25	67.41
1987	10	26	60.61
1987	10	27	82.77
1987	10	28	61.51
1987	10	29	56.08
1987	10	30	83.21
1987	10	31	94.77
1987	11	1	88.44
1987	11	2	74.62
1987	11	3	63.98
1987	11	4	58.7
1987	11	5	47.06
1987	11	6	50.71
1987	11	7	48.32
1987	11	8	44.8
1987	11	9	44
1987	11	10	43.09
1987	11	11	43.1
1987	11	12	41.52
1987	11	13	49.25
1987	11	14	50.45
1987	11	15	44.58
1987	11	16	45.52
1987	11	17	41.57
1987	11	18	39.45
1987	11	19	36.2
1987	11	20	35.58
1987	11	21	34.65
1987	11	22	33.26
1987	11	23	33.58
1987	11	24	32.55
1987	11	25	31.74
1987	11	26	28.84
1987	11	27	28.2
1987	11	28	26.87
1987	11	29	26.87
1987	11	30	26.06
1987	12	1	27.53
1987	12	2	26.42
1987	12	3	26.84
1987	12	4	32.04
1987	12	5	50.06
1987	12	6	59.1
1987	12	7	47.67
1987	12	8	43.06
1987	12	9	40.41
1987	12	10	99.84
1987	12	11	94.71
1987	12	12	74.73
1987	12	13	85.68
1987	12	14	91.91
1987	12	15	89.07
1987	12	16	85.43
1987	12	17	112.78
1987	12	18	91.93
1987	12	19	83.56
1987	12	20	76.18
1987	12	21	73.37
1987	12	22	70.62
1987	12	23	67.5
1987	12	24	64.54
1987	12	25	65.49
1987	12	26	66.31
1987	12	27	62.28
1987	12	28	58.93
1987	12	29	57.4
1987	12	30	55.4
1987	12	31	78.87
1988	1	1	66.66
1988	1	2	72.15
1988	1	3	76.57
1988	1	4	77.31
1988	1	5	92.86
1988	1	6	141.85
1988	1	7	116.44
1988	1	8	100.29
1988	1	9	93.25
1988	1	10	88.13
1988	1	11	87.69
1988	1	12	86.03
1988	1	13	118.22
1988	1	14	94.99
1988	1	15	109.87
1988	1	16	95.87
1988	1	17	87.33
1988	1	18	83.71
1988	1	19	83.51
1988	1	20	79.14
1988	1	21	76.85
1988	1	22	76.31
1988	1	23	76.52
1988	1	24	99.86
1988	1	25	132.01
1988	1	26	116.45
1988	1	27	146.76
1988	1	28	138.01
1988	1	29	238.38
1988	1	30	225.41
1988	1	31	178.66
1988	2	1	229.82
1988	2	2	194.1
1988	2	3	185.38
1988	2	4	227.67
1988	2	5	209.57
1988	2	6	291.7
1988	2	7	100.56
1988	2	8	130.1
1988	2	9	184.72
1988	2	10	161.95
1988	2	11	146.39
1988	2	12	148.19
1988	2	13	130.62
1988	2	14	121.22
1988	2	15	112.96
1988	2	16	106.18
1988	2	17	102.94
1988	2	18	97.9
1988	2	19	94.28
1988	2	20	90.55
1988	2	21	85.85
1988	2	22	87.89
1988	2	23	86.45
1988	2	24	80.44
1988	2	25	74.23
1988	2	26	69.95
1988	2	27	63.55
1988	2	28	58.09
1988	2	29	58.11
1988	3	1	57.06
1988	3	2	54.88
1988	3	3	53.42
1988	3	4	51.82
1988	3	5	49.76
1988	3	6	46.93
1988	3	7	41.74
1988	3	8	41.61
1988	3	9	43.86
1988	3	10	42.1
1988	3	11	40.68
1988	3	12	40.75
1988	3	13	38.6
1988	3	14	38.17
1988	3	15	35.91
1988	3	16	36.57
1988	3	17	37.08
1988	3	18	36.96
1988	3	19	34.9
1988	3	20	30.84
1988	3	21	33.84
1988	3	22	31.9
1988	3	23	32.06
1988	3	24	29.73
1988	3	25	29.28
1988	3	26	28.96
1988	3	27	27.76
1988	3	28	27.66
1988	3	29	27
1988	3	30	27.66
1988	3	31	26.21
1988	4	1	23.25
1988	4	2	23.49
1988	4	3	20.7
1988	4	4	23.14
1988	4	5	22.4
1988	4	6	22.5
1988	4	7	21.47
1988	4	8	21.29
1988	4	9	20.76
1988	4	10	19.57
1988	4	11	23.9
1988	4	12	29.64
1988	4	13	71.25
1988	4	14	57.19
1988	4	15	44.65
1988	4	16	40.54
1988	4	17	50.03
1988	4	18	85.56
1988	4	19	87.42
1988	4	20	67.97
1988	4	21	59.96
1988	4	22	63.84
1988	4	23	60.68
1988	4	24	56.89
1988	4	25	55.48
1988	4	26	56.06
1988	4	27	51.99
1988	4	28	50.27
1988	4	29	48.98
1988	4	30	45.49
1988	5	1	55.49
1988	5	2	69.52
1988	5	3	68.39
1988	5	4	65.13
1988	5	5	63.37
1988	5	6	62.1
1988	5	7	64.92
1988	5	8	65.87
1988	5	9	62.86
1988	5	10	58.53
1988	5	11	57.03
1988	5	12	54.62
1988	5	13	53.47
1988	5	14	51.09
1988	5	15	47.68
1988	5	16	48.98
1988	5	17	49.47
1988	5	18	48.59
1988	5	19	47.58
1988	5	20	46.56
1988	5	21	43.65
1988	5	22	42.36
1988	5	23	41.73
1988	5	24	41.03
1988	5	25	39.6
1988	5	26	38.52
1988	5	27	37.42
1988	5	28	36.65
1988	5	29	38.99
1988	5	30	39.96
1988	5	31	37.49
1988	6	1	35.74
1988	6	2	33.18
1988	6	3	29.75
1988	6	4	28.17
1988	6	5	24.9
1988	6	6	24.83
1988	6	7	80.34
1988	6	8	24.43
1988	6	9	25.85
1988	6	10	27.65
1988	6	11	31.17
1988	6	12	31.27
1988	6	13	31.29
1988	6	14	33.09
1988	6	15	31.35
1988	6	16	32.23
1988	6	17	32.87
1988	6	18	30.14
1988	6	19	26.88
1988	6	20	25.2
1988	6	21	25.22
1988	6	22	24.72
1988	6	23	38.89
1988	6	24	35.76
1988	6	25	32
1988	6	26	27.05
1988	6	27	25.7
1988	6	28	40.51
1988	6	29	45.33
1988	6	30	41.39
1988	7	1	39.37
1988	7	2	39.57
1988	7	3	43.13
1988	7	4	46.06
1988	7	5	48.4
1988	7	6	50.57
1988	7	7	48.34
1988	7	8	45.27
1988	7	9	42.26
1988	7	10	39.74
1988	7	11	38.19
1988	7	12	35.6
1988	7	13	32.24
1988	7	14	28.1
1988	7	15	24.73
1988	7	16	22.16
1988	7	17	19.16
1988	7	18	20.31
1988	7	19	21.23
1988	7	20	20
1988	7	21	18.11
1988	7	22	15.88
1988	7	23	16.81
1988	7	24	15.79
1988	7	25	15.81
1988	7	26	15.26
1988	7	27	15.38
1988	7	28	15.51
1988	7	29	16.49
1988	7	30	15.56
1988	7	31	13.9
1988	8	1	11.25
1988	8	2	10.11
1988	8	3	9.09
1988	8	4	11.57
1988	8	5	12.33
1988	8	6	12.49
1988	8	7	10.85
1988	8	8	12.32
1988	8	9	10.76
1988	8	10	10.33
1988	8	11	10.53
1988	8	12	10.38
1988	8	13	8.24
1988	8	14	6.39
1988	8	15	7.49
1988	8	16	8.94
1988	8	17	7.24
1988	8	18	7.2
1988	8	19	6.61
1988	8	20	6.47
1988	8	21	6.65
1988	8	22	7.66
1988	8	23	7.01
1988	8	24	6.77
1988	8	25	5.07
1988	8	26	5.43
1988	8	27	4.48
1988	8	28	4.56
1988	8	29	6.18
1988	8	30	6.31
1988	8	31	6.17
1988	9	1	6.22
1988	9	2	7.63
1988	9	3	10.19
1988	9	4	7.19
1988	9	5	5.36
1988	9	6	5.94
1988	9	7	8.38
1988	9	8	7.71
1988	9	9	5.66
1988	9	10	6.42
1988	9	11	4.97
1988	9	12	5.86
1988	9	13	6.77
1988	9	14	5.66
1988	9	15	7.52
1988	9	16	5.54
1988	9	17	5.18
1988	9	18	3.87
1988	9	19	5.58
1988	9	20	6.38
1988	9	21	5.52
1988	9	22	5.66
1988	9	23	5.9
1988	9	24	5.63
1988	9	25	5.03
1988	9	26	5.32
1988	9	27	5.91
1988	9	28	4.67
1988	9	29	4.04
1988	9	30	3.93
1988	10	1	5.4
1988	10	2	4.5
1988	10	3	6.25
1988	10	4	6.31
1988	10	5	5.29
1988	10	6	6.38
1988	10	7	6.11
1988	10	8	5.98
1988	10	9	4.3
1988	10	10	7.04
1988	10	11	6.88
1988	10	12	6.55
1988	10	13	10.01
1988	10	14	20.55
1988	10	15	13.09
1988	10	16	9.64
1988	10	17	11.17
1988	10	18	12.5
1988	10	19	18.9
1988	10	20	15.89
1988	10	21	13.51
1988	10	22	13.88
1988	10	23	17.73
1988	10	24	16.48
1988	10	25	13.9
1988	10	26	13.31
1988	10	27	20.41
1988	10	28	17.63
1988	10	29	15.96
1988	10	30	15.89
1988	10	31	17.63
1988	11	1	16.02
1988	11	2	16.81
1988	11	3	16.55
1988	11	4	15.2
1988	11	5	14.87
1988	11	6	12.76
1988	11	7	16.32
1988	11	8	22.17
1988	11	9	20.43
1988	11	10	17.43
1988	11	11	16.52
1988	11	12	16.15
1988	11	13	13.48
1988	11	14	13.71
1988	11	15	14.29
1988	11	16	13.7
1988	11	17	13.56
1988	11	18	13.63
1988	11	19	13.5
1988	11	20	11.91
1988	11	21	14.25
1988	11	22	12.62
1988	11	23	12.38
1988	11	24	12.7
1988	11	25	12.31
1988	11	26	12
1988	11	27	10.53
1988	11	28	10.45
1988	11	29	9.61
1988	11	30	13.48
1988	12	1	29.06
1988	12	2	24.05
1988	12	3	22.39
1988	12	4	19.36
1988	12	5	19.55
1988	12	6	18.22
1988	12	7	15.37
1988	12	8	13.97
1988	12	9	15.15
1988	12	10	14.61
1988	12	11	13.73
1988	12	12	14.27
1988	12	13	13.84
1988	12	14	13.12
1988	12	15	13.46
1988	12	16	13.05
1988	12	17	11.51
1988	12	18	10.42
1988	12	19	11.91
1988	12	20	11.61
1988	12	21	11.43
1988	12	22	11.02
1988	12	23	10.45
1988	12	24	11.32
1988	12	25	11.95
1988	12	26	11.89
1988	12	27	11.39
1988	12	28	10.86
1988	12	29	10.97
1988	12	30	10.12
1988	12	31	9.1
1989	1	1	7.49
1989	1	2	8.59
1989	1	3	9.34
1989	1	4	9.15
1989	1	5	9.81
1989	1	6	12.11
1989	1	7	15.66
1989	1	8	10.61
1989	1	9	10.38
1989	1	10	11.26
1989	1	11	12.65
1989	1	12	11.8
1989	1	13	10.37
1989	1	14	9.26
1989	1	15	7.86
1989	1	16	9.26
1989	1	17	8.49
1989	1	18	8.86
1989	1	19	8.67
1989	1	20	9.41
1989	1	21	8.48
1989	1	22	6.84
1989	1	23	8.39
1989	1	24	9.13
1989	1	25	9.89
1989	1	26	9.64
1989	1	27	8.75
1989	1	28	8.68
1989	1	29	6.06
1989	1	30	8.28
1989	1	31	7.37
1989	2	1	7.16
1989	2	2	9.02
1989	2	3	9.11
1989	2	4	9.14
1989	2	5	7.5
1989	2	6	7.22
1989	2	7	6.7
1989	2	8	7.96
1989	2	9	8.74
1989	2	10	9.79
1989	2	11	9.99
1989	2	12	6.97
1989	2	13	8.41
1989	2	14	8.72
1989	2	15	8.5
1989	2	16	8.02
1989	2	17	8.29
1989	2	18	9.73
1989	2	19	6.81
1989	2	20	7.83
1989	2	21	9.25
1989	2	22	11.72
1989	2	23	13.99
1989	2	24	36.72
1989	2	25	51.91
1989	2	26	61.72
1989	2	27	54.55
1989	2	28	80.49
1989	3	1	85.39
1989	3	2	73.58
1989	3	3	71.72
1989	3	4	61
1989	3	5	53.54
1989	3	6	52.39
1989	3	7	68.97
1989	3	8	56.37
1989	3	9	48.4
1989	3	10	39.04
1989	3	11	36.78
1989	3	12	36.55
1989	3	13	34.38
1989	3	14	33.53
1989	3	15	31.79
1989	3	16	33.68
1989	3	17	34.16
1989	3	18	30.57
1989	3	19	28.98
1989	3	20	28.91
1989	3	21	26.56
1989	3	22	24.49
1989	3	23	23.57
1989	3	24	22.44
1989	3	25	22.1
1989	3	26	18.32
1989	3	27	21.17
1989	3	28	29.37
1989	3	29	26.13
1989	3	30	23.87
1989	3	31	22.69
1989	4	1	22.52
1989	4	2	23.18
1989	4	3	26.68
1989	4	4	21.2
1989	4	5	23.18
1989	4	6	24.44
1989	4	7	28
1989	4	8	29.65
1989	4	9	32.05
1989	4	10	30.25
1989	4	11	30.27
1989	4	12	47.49
1989	4	13	62.47
1989	4	14	53.32
1989	4	15	50.16
1989	4	16	49.38
1989	4	17	46.29
1989	4	18	46.24
1989	4	19	44.18
1989	4	20	44.61
1989	4	21	42.67
1989	4	22	41.97
1989	4	23	39.51
1989	4	24	35.03
1989	4	25	36.75
1989	4	26	36.72
1989	4	27	34.32
1989	4	28	36.36
1989	4	29	34.08
1989	4	30	31.22
1989	5	1	28.28
1989	5	2	30.76
1989	5	3	26.34
1989	5	4	23.81
1989	5	5	22.88
1989	5	6	21.51
1989	5	7	20.7
1989	5	8	20.57
1989	5	9	21.32
1989	5	10	21.2
1989	5	11	20.93
1989	5	12	21.12
1989	5	13	19.5
1989	5	14	17.81
1989	5	15	18.21
1989	5	16	17.38
1989	5	17	16.85
1989	5	18	15.92
1989	5	19	15.85
1989	5	20	14.98
1989	5	21	13.79
1989	5	22	13.61
1989	5	23	17.09
1989	5	24	21.6
1989	5	25	20.09
1989	5	26	21.56
1989	5	27	21.56
1989	5	28	17
1989	5	29	18.89
1989	5	30	24.06
1989	5	31	25.13
1989	6	1	25.98
1989	6	2	22.17
1989	6	3	19.8
1989	6	4	17.53
1989	6	5	16.41
1989	6	6	17.64
1989	6	7	16.86
1989	6	8	15.74
1989	6	9	15.3
1989	6	10	14.61
1989	6	11	13.52
1989	6	12	11.73
1989	6	13	13.52
1989	6	14	13.73
1989	6	15	13.2
1989	6	16	12.77
1989	6	17	19.53
1989	6	18	17.25
1989	6	19	14.09
1989	6	20	14.17
1989	6	21	13.82
1989	6	22	14.29
1989	6	23	12.94
1989	6	24	11.24
1989	6	25	9.58
1989	6	26	9.47
1989	6	27	9.33
1989	6	28	10.42
1989	6	29	9.68
1989	6	30	9.06
1989	7	1	8.82
1989	7	2	5.7
1989	7	3	6.32
1989	7	4	7.31
1989	7	5	7.98
1989	7	6	7.86
1989	7	7	8.19
1989	7	8	7.27
1989	7	9	3.98
1989	7	10	4.37
1989	7	11	5.86
1989	7	12	4.23
1989	7	13	4.75
1989	7	14	5.48
1989	7	15	5.25
1989	7	16	4.38
1989	7	17	3.75
1989	7	18	5.83
1989	7	19	4.48
1989	7	20	4.75
1989	7	21	4.6
1989	7	22	4.33
1989	7	23	4.33
1989	7	24	3.8
1989	7	25	4.98
1989	7	26	4.5
1989	7	27	4.37
1989	7	28	4.27
1989	7	29	3.65
1989	7	30	3.21
1989	7	31	3.87
1989	8	1	3.41
1989	8	2	3.78
1989	8	3	2.96
1989	8	4	3.06
1989	8	5	2.84
1989	8	6	3.66
1989	8	7	3.14
1989	8	8	4.98
1989	8	9	2.94
1989	8	10	2.82
1989	8	11	2.5
1989	8	12	2.87
1989	8	13	2.5
1989	8	14	2.4
1989	8	15	4.2
1989	8	16	3.62
1989	8	17	3.95
1989	8	18	3.26
1989	8	19	2.57
1989	8	20	1.94
1989	8	21	1.93
1989	8	22	3.55
1989	8	23	2.61
1989	8	24	2.52
1989	8	25	2.19
1989	8	26	1.87
1989	8	27	2.3
1989	8	28	1.82
1989	8	29	2.68
1989	8	30	2.48
1989	8	31	2.47
1989	9	1	2.41
1989	9	2	2.72
1989	9	3	2.65
1989	9	4	2.11
1989	9	5	2.82
1989	9	6	2.91
1989	9	7	2.38
1989	9	8	2.21
1989	9	9	1.88
1989	9	10	2.43
1989	9	11	1.84
1989	9	12	2.13
1989	9	13	2.8
1989	9	14	2.4
1989	9	15	2.49
1989	9	16	2.61
1989	9	17	2.25
1989	9	18	1.7
1989	9	19	2.76
1989	9	20	2.07
1989	9	21	2.43
1989	9	22	2.63
1989	9	23	2.33
1989	9	24	2.5
1989	9	25	2.21
1989	9	26	2.31
1989	9	27	2.3
1989	9	28	2.89
1989	9	29	2.72
1989	9	30	2.55
1989	10	1	2.06
1989	10	2	2.18
1989	10	3	2.53
1989	10	4	3.39
1989	10	5	3.1
1989	10	6	2.84
1989	10	7	2.55
1989	10	8	2.74
1989	10	9	2.21
1989	10	10	2.57
1989	10	11	2.8
1989	10	12	2.73
1989	10	13	3.64
1989	10	14	3.61
1989	10	15	3.38
1989	10	16	2.8
1989	10	17	3.21
1989	10	18	3.66
1989	10	19	2.71
1989	10	20	3.54
1989	10	21	2.86
1989	10	22	5.46
1989	10	23	18.7
1989	10	24	12.16
1989	10	25	7.43
1989	10	26	7.77
1989	10	27	7.53
1989	10	28	6.59
1989	10	29	5.51
1989	10	30	5.04
1989	10	31	5.59
1989	11	1	4.92
1989	11	2	5.66
1989	11	3	5.49
1989	11	4	5.71
1989	11	5	3.91
1989	11	6	5.75
1989	11	7	6.28
1989	11	8	5.96
1989	11	9	5.89
1989	11	10	5.99
1989	11	11	5.69
1989	11	12	7.01
1989	11	13	9.26
1989	11	14	8.04
1989	11	15	6.5
1989	11	16	6.99
1989	11	17	8.37
1989	11	18	15.27
1989	11	19	41.44
1989	11	20	41.93
1989	11	21	46.16
1989	11	22	41.2
1989	11	23	40.49
1989	11	24	76.34
1989	11	25	57.54
1989	11	26	51.96
1989	11	27	38.82
1989	11	28	35.18
1989	11	29	35.04
1989	11	30	31.57
1989	12	1	30.06
1989	12	2	24.38
1989	12	3	22.37
1989	12	4	26.61
1989	12	5	26.56
1989	12	6	25.9
1989	12	7	24.86
1989	12	8	25.65
1989	12	9	44.69
1989	12	10	33.03
1989	12	11	27.7
1989	12	12	42.48
1989	12	13	75.9
1989	12	14	51.36
1989	12	15	150.41
1989	12	16	262.9
1989	12	17	188.86
1989	12	18	230.06
1989	12	19	156.38
1989	12	20	133.12
1989	12	21	248.03
1989	12	22	353.65
1989	12	23	232.21
1989	12	24	161.83
1989	12	25	210.57
1989	12	26	189.34
1989	12	27	138.31
1989	12	28	117.51
1989	12	29	106.34
1989	12	30	99.64
1989	12	31	93.8
1990	1	1	115.49
1990	1	2	98.34
1990	1	3	112.34
1990	1	4	96.5
1990	1	5	90.22
1990	1	6	91.62
1990	1	7	92.33
1990	1	8	77.46
1990	1	9	72.81
1990	1	10	69.82
1990	1	11	65.65
1990	1	12	62.29
1990	1	13	60.51
1990	1	14	57.21
1990	1	15	57.48
1990	1	16	54.69
1990	1	17	54.12
1990	1	18	50.86
1990	1	19	49.94
1990	1	20	47.74
1990	1	21	44.42
1990	1	22	43.47
1990	1	23	42.94
1990	1	24	45.87
1990	1	25	51.01
1990	1	26	63.53
1990	1	27	83.07
1990	1	28	102.63
1990	1	29	91.94
1990	1	30	117.4
1990	1	31	140.01
1990	2	1	129.91
1990	2	2	186.23
1990	2	3	172.77
1990	2	4	133.05
1990	2	5	113.84
1990	2	6	114.55
1990	2	7	103.63
1990	2	8	98.87
1990	2	9	101.47
1990	2	10	99.45
1990	2	11	95.55
1990	2	12	92.61
1990	2	13	94.55
1990	2	14	88.84
1990	2	15	83.41
1990	2	16	81.48
1990	2	17	79.37
1990	2	18	70.92
1990	2	19	76.09
1990	2	20	72.23
1990	2	21	69.82
1990	2	22	64.39
1990	2	23	61.49
1990	2	24	59.23
1990	2	25	56.4
1990	2	26	54.48
1990	2	27	53.19
1990	2	28	51.29
1990	3	1	48.63
1990	3	2	47.18
1990	3	3	43.58
1990	3	4	41.12
1990	3	5	41.21
1990	3	6	40.27
1990	3	7	39.81
1990	3	8	39.59
1990	3	9	37.94
1990	3	10	36.46
1990	3	11	32.22
1990	3	12	31.97
1990	3	13	32.92
1990	3	14	31.67
1990	3	15	31.53
1990	3	16	29.69
1990	3	17	28.11
1990	3	18	27.11
1990	3	19	27.27
1990	3	20	27.06
1990	3	21	26.7
1990	3	22	25.57
1990	3	23	25.35
1990	3	24	28.5
1990	3	25	25.28
1990	3	26	24.93
1990	3	27	22.83
1990	3	28	22.56
